query_name,index_type,index_description,index_statement,execution_time,cpu_start,cpu_end,cpu_change,memory_start,memory_end,memory_change,result_count,select,insert,update,delete,create,drop,alter,join,where,group by,order by,having,limit,between,like,,
similar_category_products_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.13509821891784668,0,0,0,109.5351563,109.5351563,0,47,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
similar_products,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),4.725529432296753,0,0,0,109.5351563,109.84375,0.30859375,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
similar_products_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),4.719998598098755,0,0,0,109.84375,109.96875,0.125,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
similar_products_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),4.722040891647339,0,0,0,109.96875,109.96875,0,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
similar_products_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),4.730920791625977,0,0,0,109.96875,109.96875,0,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
similar_products_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),4.730988979,0,0,0,109.96875,109.96875,0,3848,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
trigram_match,gist,GiST index for complex data types,CREATE INDEX gist_orders_date ON Orders USING GIST (order_date); CREATE INDEX gist_products_name ON Products USING GIST (name gist_trgm_ops); CREATE INDEX gist_users_address ON Users USING GIST (shipping_address gist_trgm_ops),0.005950451,0,0,0,109.96875,109.96875,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
trigram_match_btree,btree,B-Tree index for range queries and sorting,CREATE INDEX btree_orders_date ON Orders (order_date); CREATE INDEX btree_orders_user ON Orders (user_id); CREATE INDEX btree_products_category ON Products (category_id); CREATE INDEX btree_orderitems_order ON OrderItems (order_id); CREATE INDEX btree_orderitems_product ON OrderItems (product_id),0.004650354,0,0,0,109.96875,109.96875,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
trigram_match_hash,hash,Hash index for equality comparisons,CREATE INDEX hash_users_email ON Users USING HASH (email); CREATE INDEX hash_products_id ON Products USING HASH (product_id); CREATE INDEX hash_orders_id ON Orders USING HASH (order_id),0.004491568,0,0,0,109.96875,109.96875,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
trigram_match_bitmap,bitmap,Bitmap index for low-cardinality columns,CREATE INDEX bitmap_orders_status ON Orders (status); CREATE INDEX bitmap_products_category ON Products (category_id); CREATE INDEX bitmap_categories_parent ON Categories (category_id),0.005760908,0,0,0,109.96875,109.96875,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
trigram_match_reverse,reverse,Reverse index for reducing concurrency contention,CREATE INDEX rev_users_id ON Users USING REVERSE (user_id); CREATE INDEX rev_orders_date ON Orders USING REVERSE (order_date); CREATE INDEX rev_products_name ON Products USING REVERSE (name),0.007754803,0,0,0,109.96875,109.96875,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
